id,state,lgbt,owner,sliding_fee,accredited,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,supp_women,supp_men,supp_cooccur,supp_hiv,supp_sexabuse,supp_ipv,supp_trauma,num_assessment,num_test,num_medical,num_transition,num_recovery,num_education,num_ancillary,num_psychopharm
201902141,CA,0,"Private, Non-profit",0,1,0,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,7,5,0,4,5,5,6,2
201902142,CA,0,"Private, For-profit",0,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,2,0,1,5,5,1,9
201902143,CA,0,"Private, For-profit",0,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,2,0,1,5,5,1,9
201902144,CA,0,"Private, For-profit",0,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,7,1,0,4,5,6,2,0
201902145,CA,0,"Private, For-profit",0,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,2,0,4,2,8,3,8
201902146,CA,0,"Private, For-profit",1,1,0,NA,NA,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,3,2,0,4,4,9,3,8
201902147,CA,0,"Private, For-profit",0,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,4,6,0,2,5,5,5,0
201902148,CA,1,"Private, For-profit",0,1,0,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,6,7,0,4,6,10,4,10
201902149,CA,1,"Private, For-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,7,3,0,3,4,9,4,11
201902150,CA,1,"Private, Non-profit",1,1,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,6,9,0,4,6,9,6,0
201902151,CA,0,"Private, For-profit",0,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,4,0,2,4,6,2,10
201902152,CA,0,"Private, For-profit",0,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,4,0,2,4,6,2,10
201902153,CA,0,"Private, For-profit",0,1,0,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,3,0,2,4,6,1,11
201902154,CA,0,"Private, Non-profit",0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6,7,1,3,6,6,3,1
201902155,CA,1,"Private, Non-profit",0,0,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,1,1,1,0,0,1,5,2,0,3,1,4,4,0
201902156,CA,1,"Private, Non-profit",0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,1,0,0,1,1,1,4,5,0,2,5,4,0,0
201902157,CA,0,"Private, For-profit",0,0,0,NA,NA,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6,8,1,4,5,4,1,4
201902158,CA,0,"Private, For-profit",0,0,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,6,8,0,4,5,9,7,10
201902159,CA,0,"Private, Non-profit",0,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,5,4,0,2,3,6,4,3
201902160,CA,0,"Private, Non-profit",0,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,5,3,0,3,4,7,6,2
201902161,CA,0,"Private, Non-profit",0,1,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,8,3,0,3,6,6,5,2
201902162,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,4,2,0,2,5,7,2,0
201902163,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,1,2,1,1,1
201902164,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,6,2,0,2,4,4,5,0
201902165,CA,0,"Private, Non-profit",0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,3,2,0,4,5,8,3,0
201902166,CA,1,"Private, For-profit",0,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,8,9,0,4,5,10,7,13
201902167,CA,0,"Private, For-profit",0,1,0,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,3,0,2,0,4,1,4
201902168,CA,1,"Private, For-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,8,9,2,4,5,10,7,13
201902169,CA,1,"Private, For-profit",1,1,0,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,8,7,2,4,6,10,6,9
201902170,CA,1,"Private, For-profit",1,1,0,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,8,7,2,4,6,10,7,9
201902171,CA,0,"Private, Non-profit",0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,6,6,0,3,0,5,2,0
201902172,CA,0,"Private, For-profit",1,1,0,NA,NA,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,7,9,0,4,6,6,6,6
201902173,CA,0,"Private, For-profit",1,1,0,NA,NA,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,7,9,0,4,6,6,6,8
201902174,CA,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,0,0,0,8,8,0,4,5,10,5,14
201902175,CA,0,"Private, For-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,8,8,0,4,5,10,5,14
201902176,CA,0,"Private, For-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,8,8,0,4,5,10,5,14
201902177,CA,1,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,0,3,1,6,2,5
201902178,CA,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,0,0,0,0,6,6,0,3,6,10,5,3
201902179,CA,1,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,1,0,1,5,3,0,2,4,8,4,0
201902180,CA,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,1,8,3,0
201902181,CA,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,3,8,2,2,1,6,1,8
201902182,CA,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,0,0,0,5,2,0,2,3,4,4,6
201902183,CA,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,0,0,0,4,2,0,3,4,7,3,0
201902184,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,0,0,1,5,7,0,4,4,8,5,0
201902185,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,1,1,0,0,0,1,5,7,0,3,4,8,3,0
201902186,CA,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,1,6,2,0,3,4,6,5,0
201902187,CA,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,1,1,1,7,3,0,3,4,8,4,0
201902188,CA,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,1,1,1,7,3,0,3,4,8,4,0
201902189,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,3,2,3,1,0
201902190,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,1,7,0,0,3,5,6,4,0
201902191,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,1,7,0,0,3,5,6,4,0
201902192,CA,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,0,0,0,8,2,0,4,6,10,6,11
201902193,CA,0,Tribal Government,0,0,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,2,3,2,7,2,11
201902194,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,7,3,1
201902195,CA,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,1,1,1,0,0,0,0,8,4,0,4,6,6,3,0
201902196,CA,1,"Private, For-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,1,0,1,1,1,8,2,0,4,4,7,5,10
201902197,CA,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,2,1,7,1,1
201902198,CA,1,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,1,1,1,1,1,1,0,1,1,1,4,2,0,4,4,10,4,10
201902199,CA,0,"Private, For-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3,7,0,4,4,4,2,7
201902200,CA,0,"Private, For-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3,7,0,4,4,4,2,7
201902201,CA,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,6,7,0,4,6,7,5,9
201902202,CA,0,Tribal Government,0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,8,6,0,3,5,8,7,1
201902203,CA,0,Tribal Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,1,1,1,7,7,2,4,5,9,7,5
201902204,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,7,6,2,4,5,9,6,3
201902205,CA,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,1,1,1,1,1,0,0,0,0,1,7,7,0,4,5,10,7,12
201902206,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,3,3,4,4,0
201902207,CA,0,Tribal Government,0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,7,7,2,4,4,9,6,5
201902208,CA,0,State Government,0,0,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,1,1,1,0,1,0,1,8,7,2,4,3,8,7,8
201902209,CA,0,Tribal Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,6,2,3,0,8,5,3
201902210,CA,0,Tribal Government,0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,3,2,6,4,0
201902211,CA,1,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,1,6,8,0,4,5,9,2,11
201902212,CA,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0
201902213,CA,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,4,3,0,2,4,3,2,0
201902214,CA,1,"Private, For-profit",0,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,6,4,0,4,4,9,5,8
201902215,CA,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,6,3,0,4,4,8,5,0
201902216,CA,1,"Private, Non-profit",0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,6,3,0,4,4,7,5,13
201902217,CA,0,"Private, Non-profit",0,1,1,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,6,1,2,3,5,3,9
201902218,CA,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,2,0,3,0,0
201902219,CA,0,Local Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,0,7,3,0,3,5,9,6,1
201902220,CA,0,Local Government,1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,1,1,0,0,0,1,0,6,5,0,4,2,7,4,4
201902221,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,4,3,0,3,5,7,6,3
201902222,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,1,0,0,0,0,5,4,0,4,4,8,7,1
201902223,CA,1,Local Government,1,0,0,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,6,5,0,3,5,7,8,0
201902224,CA,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,0,0,0,1,6,6,0,3,4,10,6,0
201902225,CA,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,3,5,7,3,0
201902226,CA,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,0,0,0,6,3,0,3,0,6,2,9
201902227,CA,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,1,1,1,6,3,0,3,5,8,4,3
201902228,CA,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0
201902229,CA,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,0,1,0,0,0,0,0,1,6,4,0,2,3,7,5,0
201902230,CA,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,1,6,7,0,4,5,10,6,9
201902231,CA,1,"Private, Non-profit",0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,5,3,0,3,6,10,6,3
201902232,CA,0,"Private, Non-profit",0,1,0,NA,NA,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,6,6,0,4,2,8,2,3
201902233,CA,1,"Private, Non-profit",1,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,4,2,0,4,4,9,5,0
201902234,CA,0,"Private, Non-profit",0,0,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,2,0,3,4,6,4,2
201902235,CA,0,"Private, Non-profit",0,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,6,4,0,3,5,8,7,0
201902236,CA,1,"Private, Non-profit",0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,5,2,0,4,5,7,3,0
201902237,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,0,0,3,1,0,3,2,4,3,0
201902238,CA,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,5,7,0,3,5,8,4,3
201902239,CA,1,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,7,6,0,3,5,8,7,1
201902240,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,2,4,0,3,5,6,4,0
201902241,CA,1,"Private, Non-profit",1,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,7,7,0,4,6,8,8,0
201902242,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,3,0,4,5,3,2,0
201902243,CA,1,"Private, For-profit",0,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,7,7,2,4,5,9,5,12
201902244,CA,0,"Private, For-profit",0,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,5,2,0,4,5,9,4,6
201902245,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,3,3,0,3,4,9,4,0
201902246,CA,0,Local Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,0,1,1,1,7,5,0,4,4,8,7,1
201902247,CA,1,Local Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,4,0,0,2,0,6,2,0
201902248,CA,1,"Private, Non-profit",1,1,0,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,3,2,0,2,4,7,6,0
201902249,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,0,0,1,1,6,3,0,3,5,8,7,1
201902250,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,6,1,0,3,6,10,6,0
201902251,CA,0,"Private, Non-profit",0,0,0,NA,NA,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,2,1,0,3,4,7,4,0
201902252,CA,1,"Private, Non-profit",0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,5,2,0,4,5,7,3,0
201902253,CA,1,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,1,1,1,1,7,3,0,4,4,7,4,0
201902254,CA,0,Tribal Government,0,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,3,6,2,1,1,4,3,6
201902255,CA,0,Tribal Government,0,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,5,7,2,3,3,9,3,12
201902256,CA,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,2,1,4,3,0
201902257,CA,0,"Private, For-profit",0,0,0,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,2,0,3,2,6,2,1
201902258,CA,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,4,1,2,1,0
201902259,CA,1,"Private, For-profit",1,0,0,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,7,3,0,3,5,8,6,4
201902260,CA,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,8,1,0,3,3,3,4,1
201902261,CA,1,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,4,4,2,3,5,5,4,6
201902262,CA,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,3,1,0,3,5,6,3,10
201902263,CA,0,"Private, Non-profit",0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4,3,0,3,5,6,4,0
201902264,CA,0,Local Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,0,0,6,3,0,3,3,6,5,0
201902265,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,5,3,0,3,5,7,4,0
201902266,CA,1,"Private, Non-profit",0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,5,8,1,4,5,8,6,0
201902267,CA,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,5,2,0,2,2,5,3,0
201902268,CA,1,"Private, Non-profit",1,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,4,2,0,4,5,6,7,0
201902269,CA,1,Local Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,1,1,5,4,0,4,4,4,3,0
201902270,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,5,7,0,3,5,7,3,0
201902271,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,1,1,1,4,3,0,3,5,7,4,0
201902272,CA,1,"Private, Non-profit",0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,5,2,0,4,4,5,6,0
201902273,CA,1,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,5,2,0,4,5,7,4,0
201902274,CA,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,1,1,0,0,1,1,1,6,7,0,3,5,8,6,3
201902275,CA,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,0,5,1,0,3,4,5,4,0
201902276,CA,1,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,0,1,1,1,3,3,0,3,3,9,5,0
201902277,CA,1,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,0,1,0,1,1,1,5,2,0,4,2,6,4,0
201902278,CA,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,1,5,7,0,4,4,8,5,0
201902279,CA,1,"Private, Non-profit",1,1,0,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,5,6,0,3,4,9,5,12
201902280,CA,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,2,1,2,4,0
201902281,CA,0,Local Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,0,1,1,1,7,2,0,4,3,8,7,0
201902282,CA,1,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,6,7,0,4,5,10,6,8
201902283,CA,1,"Private, Non-profit",0,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,6,2,0,2,4,8,6,4
201902284,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,3,5,6,2,0
201902285,CA,0,"Private, Non-profit",0,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,7,2,0,4,6,9,4,1
201902286,CA,1,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,0,1,1,1,3,3,0,3,3,9,5,0
201902287,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,1,1,1,1,2,0,0,2,0,3,1,0
201902288,CA,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,1,1,0,0,0,0,0,4,3,0,4,5,7,5,0
201902289,CA,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,1,1,1,1,1,1,1,7,2,0,4,4,6,4,9
201902290,CA,0,Local Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,1,0,0,0,1,6,1,0,2,3,6,5,0
201902291,CA,0,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,5,4,2,1,3,8,8,2
201902292,CA,0,"Private, Non-profit",1,0,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,3,2,0,3,5,2,0,0
201902293,CA,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,3,0,5,4,0
201902294,CA,0,"Private, Non-profit",0,0,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,2,0,1,2,4,4,0
201902295,CA,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,5,2,0,4,6,10,8,9
201902296,CA,0,"Private, Non-profit",0,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,3,0,3,3,5,2,4
201902297,CA,0,State Government,0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,1,0,6,1,0,3,1,6,2,0
201902298,CA,0,Local Government,1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,4,3,0,2,0,4,5,0
201902299,CA,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,3,4,0
201902300,CA,0,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,0,0,0,5,1,0,2,5,6,3,0
201902301,CA,1,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,6,1,0,3,3,5,4,0
201902302,CA,1,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,4,1,0,3,4,7,4,0
201902303,CA,1,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,4,3,0,3,4,7,6,4
201902304,CA,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,1,1,1,0,0,0,0,5,5,0,3,2,6,2,3
